"p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
4.53057413530609e-06,-0.299297009663854,0.259,0.636,0.111234656170035
4.5433442724036e-06,-0.495282107739735,0.081,0.273,0.111548188576053
4.57829287136786e-06,-0.280586823793254,0.087,0.291,0.112406246577824
4.66905167050324e-06,-0.311977398980274,0.057,0.218,0.114634556614195
4.67220890310616e-06,-0.343773998729737,0.056,0.218,0.114712072989062
4.67338644925825e-06,-0.24165512267442,0.049,0.2,0.114740984102189
4.68983114524846e-06,-0.309820591579239,0.042,0.182,0.11514473427814
4.79512610576698e-06,-0.333152390764758,0.023,0.127,0.117729936148791
4.89759263533777e-06,-0.255133820848748,0.008,0.073,0.120245694382813
4.89840559658933e-06,-0.313017842766341,0.023,0.127,0.120265654207461
4.91914350363101e-06,-0.383141936716187,0.08,0.273,0.120774811301149
4.92950515213781e-06,-0.290664942762305,0.029,0.145,0.121029210495288
4.93916443089582e-06,-0.273265588989559,0.008,0.073,0.121266365107354
4.96792517884903e-06,-0.229223534596201,0.154,0.436,0.121972498991101
4.97682857890834e-06,-0.17740495949377,0.103,0.327,0.122191095269358
4.97725978092585e-06,-0.283620839406953,0.023,0.127,0.122201682141292
4.98107404868903e-06,-0.19273307200051,0.008,0.073,0.122295330043413
5.00081914895517e-06,-0.382319277914381,0.029,0.145,0.122780111745147
5.00381359763328e-06,-0.274664672125794,0.023,0.127,0.122853631449092
5.01388641583498e-06,-0.379030883401974,0.05,0.2,0.123100939281581
5.01597210044233e-06,-0.30153418944872,0.036,0.164,0.12315214701006
5.02332410127457e-06,-0.275028987266508,0.008,0.073,0.123332653334493
5.02332410127457e-06,-0.31353818726739,0.008,0.073,0.123332653334493
5.03990233355804e-06,-0.380949310967201,0.018,0.109,0.123739682093517
5.06591722028498e-06,-0.250361215079552,0.008,0.073,0.124378399592437
5.10966862555454e-06,-0.149924460646049,0.056,0.218,0.125452584094615
5.14642232908902e-06,-0.359529095355171,0.029,0.145,0.126354961023794
5.1488177920186e-06,-0.320592914701608,0.042,0.182,0.126413774429641
5.19070170841738e-06,-0.256980486245512,0.042,0.182,0.127442108345063
5.19335092393671e-06,-0.219505809810305,0.018,0.109,0.127507151884494
5.19578158105791e-06,-0.188449843862597,0.008,0.073,0.127566829378134
5.21398784481125e-06,-0.340260446467256,0.057,0.218,0.128013829565806
5.21778037682661e-06,-0.400585261671356,0.107,0.327,0.128106943811847
5.23977366816882e-06,-0.176270697133618,0.008,0.073,0.128646923100881
5.25597449261921e-06,-0.364500667211768,0.018,0.109,0.129044685742787
5.28412227057748e-06,-0.202439876234592,0.008,0.073,0.129735769987218
5.28412227057748e-06,-0.217747639367561,0.008,0.073,0.129735769987218
5.28412227057748e-06,-0.26111832729979,0.008,0.073,0.129735769987218
5.28412227057748e-06,-0.117846368452784,0.008,0.073,0.129735769987218
5.29607994147298e-06,-0.278609190684675,0.029,0.145,0.130029354723045
5.30161451420779e-06,-0.346841960029411,0.089,0.291,0.13016523955283
5.33452425226012e-06,-0.314565645310499,0.057,0.218,0.13097323944149
5.35646992138096e-06,-0.323663216188134,0.141,0.4,0.131512049509745
5.3693033532901e-06,-0.503444721032464,0.051,0.2,0.131827135929979
5.38327470720875e-06,-0.167729758242122,0.057,0.218,0.132170160611389
5.38339755651302e-06,-0.265716714622741,0.018,0.109,0.132173176807508
5.42396909691052e-06,-0.264200019568241,0.029,0.145,0.133169289267347
5.44821299933374e-06,-0.262639953120962,0.018,0.109,0.133764525559642
5.46019098151933e-06,-0.351598388234762,0.057,0.218,0.134058608978263
5.48090022763726e-06,-0.242500482946506,0.018,0.109,0.13456706238895
5.51377515220989e-06,-0.297674094306087,0.018,0.109,0.135374207537057
5.51709718985921e-06,-0.141739466927139,0.071,0.255,0.135455770205423
5.58009219674395e-06,-0.242515368009266,0.018,0.109,0.137002423614457
5.60166693454045e-06,-0.339696407133581,0.302,0.709,0.137532126576837
5.61353638323484e-06,-0.32897317328162,0.018,0.109,0.137823545281182
5.63257289859937e-06,-0.359674268419108,0.196,0.509,0.138290929806412
5.63476210264642e-06,-0.270486089912657,0.029,0.145,0.138344679144175
5.65416222512099e-06,-0.327667424245267,0.098,0.309,0.138820990951171
5.74307737025379e-06,-0.273098197665434,0.029,0.145,0.141004035594471
5.75837093617772e-06,-0.385203553719169,0.036,0.164,0.141379523225035
5.77046597833294e-06,-0.168245741350215,0.029,0.145,0.14167648070003
5.81045819435117e-06,-0.390238217844012,0.141,0.4,0.14265836958771
5.81859909338031e-06,-0.288155906717327,0.089,0.291,0.142858244940673
5.83172257152645e-06,-0.233050704679127,0.104,0.327,0.143180452576117
5.84558575831268e-06,-0.307565609854712,0.073,0.255,0.143520821538093
5.84901104051967e-06,-0.374176295506421,0.043,0.182,0.143604919066839
5.85307590050071e-06,-0.290727063030679,0.018,0.109,0.143704719509094
5.86712934977806e-06,-0.356627691444963,0.057,0.218,0.144049759795751
5.87567136362935e-06,-0.0912550308475837,0.127,0.382,0.144259483319828
5.91068673467757e-06,-0.273946948991692,0.105,0.327,0.145119180709804
5.92329311586667e-06,-0.241459352927393,0.018,0.109,0.145428692580758
5.9307198534206e-06,-0.202039328282098,0.042,0.182,0.145611033841183
6.02265375267629e-06,-0.241924152954365,0.029,0.145,0.147868194935708
6.03013253121843e-06,-0.242320487574477,0.018,0.109,0.148051813906475
6.16110789200691e-06,-0.32570008458221,0.043,0.182,0.151267520964554
6.19634177339507e-06,-0.236538590488469,0.129,0.382,0.152132583220396
6.19760186202345e-06,-0.36013961730811,0.036,0.164,0.1521635209164
6.22441324137134e-06,-0.282994770310245,0.036,0.164,0.152821793902149
6.23536071381404e-06,-0.406735292437848,0.043,0.182,0.153090576245562
6.2613808818172e-06,-0.116252153159614,0.088,0.291,0.153729423410376
6.43567746380684e-06,-0.325236258652692,0.065,0.236,0.158008753091385
6.48168504486062e-06,-0.219515271264586,0.096,0.309,0.159138331221418
6.58321974358019e-06,-0.317496191923671,0.036,0.164,0.161631211144381
6.62801797602096e-06,-0.0948443116650231,0.121,0.364,0.162731097347267
6.68307348154332e-06,-0.372342098800745,0.161,0.436,0.164082820118852
6.71162756323912e-06,-0.415468971594059,0.024,0.127,0.164783879932647
6.81377004770581e-06,-0.289449923201206,0.036,0.164,0.167291682211273
6.81858970901947e-06,-0.231182826543513,0.013,0.091,0.167410014535846
6.86526806847728e-06,-0.286490026992459,0.013,0.091,0.168556061617254
6.93192193019645e-06,-0.186242294098498,0.036,0.164,0.170192547230183
6.95954338866058e-06,-0.225552487240547,0.013,0.091,0.170870709278394
6.95954338866058e-06,-0.302605058102074,0.013,0.091,0.170870709278394
7.05505623819586e-06,-0.161587457560222,0.013,0.091,0.173215740760185
7.0662022196044e-06,-0.46633877404379,0.083,0.273,0.173489396895727
7.07045750133816e-06,-0.118271834614514,0.129,0.382,0.173593872572855
7.1275623497898e-06,-0.219171987006898,0.05,0.2,0.174995910812039
7.13792892256943e-06,-0.295688291897178,0.107,0.327,0.175250430906925
7.14253240129876e-06,-0.349566749094098,0.024,0.127,0.175363455516687
7.14341808552605e-06,-0.249227501007281,0.036,0.164,0.175385200835836
7.14423521011659e-06,-0.255343950381743,0.131,0.382,0.175405262878783
7.15182204726874e-06,-0.256010811199377,0.013,0.091,0.175591534904542
7.15182204726874e-06,-0.28090240287607,0.013,0.091,0.175591534904542
7.20067968305336e-06,-0.265986603952091,0.013,0.091,0.176791087578326
7.33742680179651e-06,-0.355217666047736,0.044,0.182,0.180148502837708
7.34917517266932e-06,-0.235009089477392,0.013,0.091,0.180436948839377
7.39507112663073e-06,-0.492528015533782,0.092,0.291,0.181563786301038
7.39932116878629e-06,-0.296793949183247,0.013,0.091,0.181668133336041
7.45628883919531e-06,-0.22892169556244,0.036,0.164,0.183066803579923
7.47490291111768e-06,-0.180578587642767,0.191,0.509,0.183523816273761
7.52445409119008e-06,-0.283250124215164,0.073,0.255,0.184740396846899
7.54124429699934e-06,-0.446496001259234,0.083,0.273,0.185152629979928
7.54294510927384e-06,-0.392576741453625,0.037,0.164,0.185194388322891
7.60319646291204e-06,-0.233574293066166,0.013,0.091,0.186673679557416
7.6305220366937e-06,-0.384250388894677,0.099,0.309,0.187344577044904
7.6549983364663e-06,-0.18315168928896,0.013,0.091,0.187945519156921
7.6549983364663e-06,-0.217110954868154,0.013,0.091,0.187945519156921
7.6549983364663e-06,-0.16319923576829,0.013,0.091,0.187945519156921
7.68304957088906e-06,-0.292701368613566,0.036,0.164,0.188634233064468
7.75202795290406e-06,-0.300539688412739,0.03,0.145,0.190327790299701
7.79188788527836e-06,-0.220129862539696,0.097,0.309,0.191306431359354
7.91639515289065e-06,-0.220571900606104,0.036,0.164,0.194363333793771
8.03848287123676e-06,-0.345641700234365,0.037,0.164,0.197360831454605
8.04191293636091e-06,-0.441223900821043,0.173,0.455,0.197445046413533
8.04731039703339e-06,-0.244298175016393,0.005,0.055,0.197577564867964
8.06512100955217e-06,-0.670736041731731,0.025,0.127,0.198014851026525
8.10015032339841e-06,-0.177025490947161,0.334,0.764,0.198874890740078
8.13179348273046e-06,-0.32333144856808,0.005,0.055,0.199651793587998
8.13179348273046e-06,-0.226442694462893,0.005,0.055,0.199651793587998
8.19660183578999e-06,-0.224222413994605,0.03,0.145,0.201242968272316
8.2171239954977e-06,-0.139568114937029,0.005,0.055,0.201746828337459
8.25324346222374e-06,-0.146345201971237,0.024,0.127,0.202633633484517
8.26818101859633e-06,-0.258078849857185,0.089,0.291,0.203000380368577
8.27302767689891e-06,-0.23242566113888,0.03,0.145,0.203119375523222
8.30331000435988e-06,-0.228067713966776,0.005,0.055,0.203862867227044
8.30331000435988e-06,-0.189443214593366,0.005,0.055,0.203862867227044
8.38159482366729e-06,-0.289354380591367,0.024,0.127,0.205784916110679
8.39035965063412e-06,-0.178215312208618,0.005,0.055,0.206000110142369
8.39035965063412e-06,-0.228477865175799,0.005,0.055,0.206000110142369
8.39943908177052e-06,-0.481155903676703,0.044,0.182,0.20622302833563
8.4163437065442e-06,-0.204776043782771,0.097,0.309,0.206638070683073
8.42480096176959e-06,-0.255611120023618,0.024,0.127,0.206845713213367
8.43635538868897e-06,-0.261968400747951,0.066,0.236,0.207129397503092
8.46708361601853e-06,-0.129485260969053,0.03,0.145,0.207883836940487
8.47030370968376e-06,-0.211771079583514,0.238,0.6,0.207962896680156
8.47828114853194e-06,-0.179064402206545,0.005,0.055,0.208158758758756
8.50641339057204e-06,-0.18144087468271,0.03,0.145,0.208849461565325
8.53205427191499e-06,-0.181292063230367,0.089,0.291,0.209478996484057
8.56708278576529e-06,-0.19300912603492,0.005,0.055,0.210339016556109
8.56708278576529e-06,-0.138814483859677,0.005,0.055,0.210339016556109
8.56708278576529e-06,-0.168125108333888,0.005,0.055,0.210339016556109
8.56708278576529e-06,-0.142807383175841,0.005,0.055,0.210339016556109
8.56708278576529e-06,-0.170778606701817,0.005,0.055,0.210339016556109
8.56708278576529e-06,-0.142374812899151,0.005,0.055,0.210339016556109
8.56708278576529e-06,-0.228600433553575,0.005,0.055,0.210339016556109
8.57734099517277e-06,-0.297668916680936,0.283,0.673,0.210590876113482
8.60099331068202e-06,-0.322509562746613,0.018,0.109,0.211171587763865
8.63771965694689e-06,0.12767850416823,0.153,0.436,0.21207329301736
8.65887860604526e-06,-0.13582486409012,0.129,0.382,0.212592787535623
8.66599700225381e-06,-0.194257828754465,0.264,0.655,0.212767558399335
8.821917454894e-06,-0.246801785401379,0.037,0.164,0.216595717352558
8.84584651549445e-06,-0.331720265245778,0.393,0.836,0.21718322364842
8.85920807364144e-06,-0.297098953245816,0.037,0.164,0.217511276624045
8.98335495425035e-06,-0.29586568312639,0.246,0.618,0.220559330836755
8.99687664147818e-06,-0.240108650166169,0.044,0.182,0.220891315301572
9.04510435001918e-06,-0.278588178390363,0.09,0.291,0.222075402001671
9.05949441011034e-06,-0.251122522536616,0.018,0.109,0.222428706757029
9.20995740661563e-06,-0.206005181449806,0.044,0.182,0.226122874247227
9.21745132326264e-06,-0.233540151484196,0.018,0.109,0.226306864888744
9.31545221904731e-06,-0.273825605738021,0.074,0.255,0.22871298288205
9.36571878919146e-06,-0.208467108828922,0.081,0.273,0.229947127712229
9.39735514595466e-06,-0.21197521427394,0.037,0.164,0.230723863543479
9.43215767004807e-06,-0.281380496911962,0.018,0.109,0.23157833511502
9.47673697146883e-06,-0.275765777691143,0.037,0.164,0.232672846123503
9.49875235013327e-06,-0.332494758101733,0.173,0.455,0.233213367700472
9.541294458789e-06,-0.263743340120419,0.018,0.109,0.234257861552187
9.61801457008372e-06,-0.374702343982812,0.031,0.145,0.236141493724695
9.64439856455718e-06,-0.253524805877698,0.099,0.309,0.236789273557008
9.67961721938622e-06,-0.235056675126123,0.09,0.291,0.23765396197037
9.755586787481e-06,-0.357864788644047,0.038,0.164,0.239519166806234
9.79070003531335e-06,-0.146316575033641,0.157,0.436,0.240381267267013
9.9169839383531e-06,-0.140799888372446,0.044,0.182,0.243481789654445
9.94536174763903e-06,-0.151527348563953,0.098,0.309,0.244178521628033
1.00709774723757e-05,-0.110585072809249,0.105,0.327,0.247262638901768
1.01274662929815e-05,-0.79448438816299,0.332,0.655,0.248649552425281
1.02167159103193e-05,-0.174083104035327,0.074,0.255,0.250840809030159
1.0273405473238e-05,-0.260079405153147,0.044,0.182,0.252232651178939
1.04273286533337e-05,-0.322551299766801,0.038,0.164,0.25601177309665
1.04879878452877e-05,-0.304363855532489,0.031,0.145,0.257501077577504
1.05143381042387e-05,-0.362700468805707,0.038,0.164,0.258148029135268
1.05357978065293e-05,-0.3062851343664,0.031,0.145,0.258674907745907
1.06884475907043e-05,-0.316470447244174,0.051,0.2,0.262422765246973
1.06928755349458e-05,-0.406295888750307,0.23,0.564,0.26253148013399
1.07510236847085e-05,-0.297920269122319,0.164,0.436,0.263959133506964
1.0761345961238e-05,-0.217159303271753,0.025,0.127,0.264212566040315
1.07658291709682e-05,-0.18016189384977,0.051,0.2,0.26432263780561
1.08147073530868e-05,-0.339088290116382,0.269,0.636,0.265522694932987
1.08243633717667e-05,-0.249199164407388,0.038,0.164,0.265759769503615
1.08270573055371e-05,-0.180848016821709,0.031,0.145,0.265825910965547
1.08476908924676e-05,-0.522602677585704,0.096,0.291,0.266332506791865
1.09187852778925e-05,-0.388194518815023,0.187,0.473,0.268078016142816
1.09798386997008e-05,-0.352399835450767,0.025,0.127,0.269576999755054
1.10254842958434e-05,-0.413357882540808,0.031,0.145,0.270697690431548
1.1035120052653e-05,-0.192794545020825,0.025,0.127,0.270934267532737
1.10970283318981e-05,-0.30442258309819,0.038,0.164,0.272454239604762
1.11095805631463e-05,-0.224843116724262,0.09,0.291,0.272762421986369
1.11893648841003e-05,-0.30262598865844,0.038,0.164,0.274721286634431
1.12025629784084e-05,-0.233676791104345,0.025,0.127,0.275045326245884
1.1282434652678e-05,-0.283288440450017,0.038,0.164,0.27700633559255
1.13155361531336e-05,-0.269515730138033,0.025,0.127,0.277819043631737
1.13155361531336e-05,-0.321334062882093,0.025,0.127,0.277819043631737
1.13724297856664e-05,-0.228667492897672,0.025,0.127,0.279215896097681
1.13977388895237e-05,-0.292601947551314,0.044,0.182,0.279837285215586
1.14082753144331e-05,-0.349283441615767,0.009,0.073,0.280095975519962
1.14707959504817e-05,-0.294911328188827,0.038,0.164,0.281630982176227
1.15368548869975e-05,-0.253104305088657,0.031,0.145,0.283252861185562
1.15440322816188e-05,-0.135182542610446,0.14,0.4,0.283429080578305
1.15904194347502e-05,-0.266463845640617,0.083,0.273,0.284567977961986
1.1774543577516e-05,-0.319704510856885,0.009,0.073,0.289088593915172
1.17970305797844e-05,-0.277007291433506,0.134,0.382,0.289640694794866
1.1867849287354e-05,-0.177910922835772,0.009,0.073,0.291379435703117
1.18860617649301e-05,-0.266534684958123,0.067,0.236,0.291826588452563
1.18861193538232e-05,-0.457169085987402,0.236,0.545,0.291828002375068
1.19618604440468e-05,-0.282578401269905,0.009,0.073,0.293687597622238
1.20565821010759e-05,-0.201842537992142,0.009,0.073,0.296013203745617
1.20591625259966e-05,-0.27992490986696,0.052,0.2,0.296076558338269
1.2118455590664e-05,-0.22712953926051,0.044,0.182,0.297532321661982
1.2198179019185e-05,-0.266256496475332,0.025,0.127,0.299489691279031
1.22481773001516e-05,-0.11125617629613,0.009,0.073,0.300717249073322
1.23450611198789e-05,-0.202938204810998,0.009,0.073,0.303095940615267
1.23450611198789e-05,-0.182560341708471,0.009,0.073,0.303095940615267
1.23550711388312e-05,-0.340848267002737,0.068,0.236,0.303341706600585
1.23824217877601e-05,-0.154598896882096,0.025,0.127,0.304013219733085
1.24312501046522e-05,-0.23836838764743,0.075,0.255,0.305212052569421
1.24426759957304e-05,-0.182767335677958,0.009,0.073,0.305492581047172
1.24444239848798e-05,-0.165314997718926,0.025,0.127,0.305535497676768
1.24765064800599e-05,-0.325083596183417,0.147,0.4,0.306323187098431
1.24822167398731e-05,-0.328291997853768,0.154,0.418,0.306463385397365
1.25410271531842e-05,-0.224457629504088,0.009,0.073,0.307907298664978
1.25422124358683e-05,-0.290165398026831,0.06,0.218,0.307936399725438
1.25527458664042e-05,-0.105174098576314,0.219,0.564,0.308195016511956
1.25863189514864e-05,-0.319308632995192,0.014,0.091,0.309019302896895
1.25914744778194e-05,-0.383245812575548,0.068,0.236,0.309145881379422
1.26389591224581e-05,-0.192527682101613,0.044,0.182,0.310311724374591
1.26655613769318e-05,-0.226657802084805,0.038,0.164,0.310964862926431
1.26738991546511e-05,-0.26415505631309,0.1,0.309,0.311169572044994
1.26913689138588e-05,-0.375539454956744,0.157,0.418,0.311598489573061
1.27019342869199e-05,-0.39462006022393,0.713,1,0.311857890612457
1.29037295918567e-05,-0.293527917007134,0.052,0.2,0.316812368939266
1.29037295918567e-05,-0.227111007104899,0.052,0.2,0.316812368939266
1.29270343628046e-05,-0.363019916221074,0.019,0.109,0.317384547675579
1.29286673731708e-05,-0.101814076343694,0.098,0.309,0.31742464134609
1.30017169967056e-05,-0.231800120553294,0.076,0.255,0.319218155703116
1.30022622467553e-05,-0.254788151618563,0.014,0.091,0.319231542682335
1.30927227767634e-05,-0.254603371120909,0.002,0.036,0.321452529615094
1.31279883120084e-05,-0.151141058718702,0.075,0.255,0.322318369036429
1.31529237183984e-05,-0.331259319801035,0.243,0.582,0.322930583134117
1.31722844734791e-05,-0.299784874238046,0.014,0.091,0.323405928392858
1.3258088943395e-05,-0.220329195224555,0.014,0.091,0.325512599738234
1.33232105171602e-05,-0.153143473208656,0.052,0.2,0.327111464617317
1.34165233970577e-05,-0.362093838486584,0.038,0.164,0.329402482444559
1.34757996005594e-05,-0.132964593781813,0.002,0.036,0.330857831792934
1.34757996005594e-05,-0.185539276921719,0.002,0.036,0.330857831792934
1.34757996005594e-05,-0.102735825328563,0.002,0.036,0.330857831792934
1.34757996005594e-05,-0.18537286154141,0.002,0.036,0.330857831792934
1.35932309555704e-05,-0.366885408578081,0.019,0.109,0.333741006421165
1.36066688393886e-05,-0.198410491075025,0.014,0.091,0.33407093334467
1.36594294735757e-05,-0.345093606857123,0.045,0.182,0.335366312435232
1.36713246748697e-05,-0.150634982669582,0.002,0.036,0.335658363417401
1.37842203263119e-05,-0.176723269220879,0.014,0.091,0.338430177451609
1.38695540064242e-05,-0.120522774562772,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.0831562848494534,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.149109500244498,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.150276701367821,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.0894706883070405,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.134765763026091,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.10749010057749,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.191471680399273,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.068499829098715,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.114253231013989,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.0889074526275191,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.171428022101811,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.0744371663972112,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.105785645504887,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.205020839840002,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.0918550279595085,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.204387698016298,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.0798135465674338,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.180100730601081,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.122640486819926,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.13989453528222,0.002,0.036,0.340525289965728
1.38695540064242e-05,-0.153963326019577,0.002,0.036,0.340525289965728
1.39310186917022e-05,-0.247788930089765,0.068,0.236,0.342034370918673
1.39639803674257e-05,-0.196913259346726,0.014,0.091,0.342843645981035
1.39639803674257e-05,-0.182508088224106,0.014,0.091,0.342843645981035
1.40039583005488e-05,-0.385072083627557,0.025,0.127,0.343825184195074
1.40694656193111e-05,-0.353198521200951,0.06,0.218,0.345433519885326
1.40694656193111e-05,-0.327562565440282,0.06,0.218,0.345433519885326
1.42101456026984e-05,-0.249891461505399,0.118,0.345,0.348887494837451
1.43774348979278e-05,-0.221587492512075,0.282,0.673,0.352994781613924
1.44519918700111e-05,-0.236093160873296,0.019,0.109,0.354825304392513
1.45139164745418e-05,-0.401099945823654,0.122,0.345,0.356345677282949
1.4695032252242e-05,-0.221185032673062,0.019,0.109,0.360792431857045
1.47361320243047e-05,-0.331756523789279,0.085,0.273,0.361801513460729
1.47769082420908e-05,-0.240748376546955,0.019,0.109,0.362802651159814
1.47893625586205e-05,-0.261839847012372,0.076,0.255,0.363108429539251
1.48650973848947e-05,-0.399635218007427,0.246,0.582,0.364967870993935
1.50733543173031e-05,-0.0953416095465043,0.202,0.509,0.370080995198425
1.51087829394178e-05,-0.186809048453137,0.019,0.109,0.370950838728586
1.51109650894075e-05,-0.275627619696855,0.109,0.327,0.371004414875132
1.5134210557499e-05,-0.299388772528078,0.053,0.2,0.371575137607716
1.52608451592763e-05,-0.206238723194243,0.068,0.236,0.374684270350553
1.52957632404559e-05,-0.302757240579957,0.025,0.127,0.375541579079673
1.55765023978573e-05,-0.186268742242161,0.075,0.255,0.382434286872193
1.56067407435964e-05,-0.325084314896628,0.031,0.145,0.383176698736778
1.56067407435964e-05,-0.234681407773143,0.031,0.145,0.383176698736778
1.56199508088758e-05,-0.189846499692081,0.019,0.109,0.38350103225952
1.59121258714017e-05,-0.237239769536635,0.038,0.164,0.390674514394654
1.59129395425108e-05,-0.331093942633378,0.138,0.382,0.390694491647726
1.60017321376497e-05,-0.310537367665444,0.166,0.436,0.392874527443574
1.60617339362276e-05,-0.321877310707717,0.025,0.127,0.39434769160226
1.61403107393443e-05,-0.295098530258963,0.025,0.127,0.396276909272381
1.62404251178019e-05,-0.222685021860592,0.031,0.145,0.398734917492273
1.63659990190578e-05,-0.228106052859294,0.045,0.182,0.401818007915907
1.64713073797128e-05,-0.121611394422866,0.116,0.345,0.404403538786709
1.6518653194156e-05,-0.450751432903065,0.105,0.309,0.405565973222918
1.65780466644343e-05,-0.24909358600152,0.053,0.2,0.40702420170519
1.66894788414249e-05,-0.381463095287901,0.226,0.564,0.409760084514665
1.67006964872219e-05,-0.270222378806384,0.025,0.127,0.410035500154273
1.67367453477943e-05,-0.290000927621894,0.146,0.4,0.410920571779046
1.68074845621847e-05,-0.286290916355587,0.094,0.291,0.412657360970758
1.6842437454894e-05,-0.103191399536512,0.159,0.436,0.413515524392559
1.68641820062581e-05,-0.207775145394504,0.025,0.127,0.414049396617649
1.70931370448121e-05,-0.392293773117273,0.085,0.273,0.419670700724227
1.72667396579023e-05,-0.379121404261613,0.039,0.164,0.423932992080816
1.72795946995175e-05,-0.150565029705527,0.025,0.127,0.424248609062553
1.73483009339537e-05,-0.236361211518561,0.053,0.2,0.425935484530431
1.7358399380101e-05,-0.236043383940329,0.046,0.182,0.42618342158024
1.75308333719386e-05,-0.304897800539675,0.053,0.2,0.430417020947835
1.75847939034897e-05,-0.145619472738514,0.169,0.455,0.43174185991848
1.77686437331198e-05,-0.244283769288528,0.112,0.327,0.436255740935558
1.77983146436947e-05,-0.408429904453736,0.14,0.382,0.436984221131993
1.78819259448585e-05,-0.21209886327665,0.046,0.182,0.439037045798166
1.78819259448585e-05,-0.208321455390397,0.046,0.182,0.439037045798166
1.81889719730812e-05,-0.312347438421513,0.061,0.218,0.446575639883091
1.82286584173672e-05,-0.367560017967338,0.062,0.218,0.4475500214632
1.83109769899981e-05,-0.272669947664561,0.053,0.2,0.449571107058433
1.83167335001305e-05,-0.12472978622365,0.025,0.127,0.449712440895204
1.84204744207806e-05,-0.17153126317926,0.046,0.182,0.452259487979005
1.84881720739008e-05,-0.27338890692507,0.061,0.218,0.453921600758413
1.8532653330124e-05,-0.0641451547929806,0.196,0.509,0.455013704561204
1.86955086452111e-05,-0.189370531063605,0.046,0.182,0.459012128257222
1.8837973184522e-05,-0.282490232454116,0.068,0.236,0.462509917626384
1.89728996043307e-05,-0.309763462165011,0.069,0.236,0.465822631085528
1.9044804423356e-05,-0.250773006142936,0.046,0.182,0.467588038202238
1.90599111846113e-05,-0.31164634658783,0.032,0.145,0.467958939404578
1.91377264131319e-05,-0.399743654494818,0.047,0.182,0.469869458895214
1.92749310945556e-05,-0.143080263287275,0.077,0.255,0.47323810823353
1.9665031306395e-05,-0.236549998755979,0.308,0.709,0.48281584863461
1.96957176181625e-05,-0.293378793312869,0.039,0.164,0.483569258961126
2.00322676851263e-05,-0.0267284294781087,0.133,0.382,0.49183223620522
2.00563510282628e-05,-0.43202092450811,0.014,0.091,0.492423530445908
2.03414381475482e-05,-0.200773143600635,0.085,0.273,0.499422989398603
2.04301857617605e-05,-0.264551053197019,0.032,0.145,0.501601920822743
2.0473954581892e-05,-0.202121144801168,0.138,0.382,0.502676532894612
2.04776382506818e-05,-0.405647161285511,0.02,0.109,0.50276697433074
2.06571025210229e-05,-0.254041544851451,0.039,0.164,0.507173181096155
2.07200080033573e-05,-0.1413209499336,0.152,0.418,0.508717636498429
2.07502860144047e-05,-0.219923821815201,0.062,0.218,0.509461022225664
2.07693315365548e-05,-0.336227933463855,0.12,0.345,0.509928627885495
2.14006943039522e-05,-0.351055606859418,0.026,0.127,0.525429846550635
2.16075409536395e-05,-0.18016651196952,0.053,0.2,0.530508345493757
2.17056577298071e-05,-0.235025278037497,0.032,0.145,0.532917308582224
2.17492936976761e-05,-0.32790773082129,0.014,0.091,0.533988658865344
2.17577146120105e-05,-0.29544591357802,0.047,0.182,0.534195409154082
2.18121058272059e-05,-0.367477419065793,0.026,0.127,0.535530822269559
2.21059915565904e-05,-0.20936675759446,0.129,0.364,0.542746304697406
2.22912961637026e-05,-0.336407590740438,0.062,0.218,0.547295903411225
2.23277238307096e-05,-0.180594793769442,0.176,0.455,0.548190275491583
2.2359426966418e-05,-0.213327489839227,0.039,0.164,0.548968650879494
2.23645960904478e-05,-0.0674634918829966,0.085,0.273,0.549095563212674
2.24313582180961e-05,-0.442140720053853,0.064,0.218,0.550734706970695
2.24395808282539e-05,-0.238501671423208,0.02,0.109,0.550936588495289
2.2550252463544e-05,-0.294475690534754,0.026,0.127,0.553653798484931
2.25932940988271e-05,-0.21390423683063,0.07,0.236,0.554710556714404
2.26843982118468e-05,-0.331543131569112,0.322,0.709,0.556947344897262
2.27163599409312e-05,-0.236196373988589,0.014,0.091,0.557732069269742
2.27633903247809e-05,-0.390362742668628,0.951,0.982,0.558886759254021
